id,attore1,attore2,attore3,regista,sceneggiatore
20530,Chishu Ryu,Setsuko Hara,Yumeji Tsukioka,Yasujirō Ozu,Yasujirō Ozu
9568,Corbin Bernsen,Linda Hoffman,Michael Stadvec,Brian Yuzna,Stuart Gordon
43899,W.C. Fields,Lionel Barrymore,Maureen O'Sullivan,George Cukor,Howard Estabrook
107667,Amparo Muñoz,Ágata Lys,Juan Luis Galiardo,Fernando León de Aranoa,Howard Estabrook
18809,John Cleese,Tim Brooke-Taylor,Graham Chapman,Ian Fordyce,Howard Estabrook
17835,Karen Meagher,Reece Dinsdale,David Brierly,Mick Jackson,Howard Estabrook
6935,Châu Belle Dinh,Williams Belle,Malik Diouf,Ariel Zeitoun,Luc Besson
20641,January Jones,Logan Bartholomew,Dale Midkiff,Michael Landon Jr.,Luc Besson
154105,John Mellencamp,Terrylene,Louise Fletcher,Robert Manganelli,Luc Besson
66192,Jillian McWhirter,Pamela Adlon,Ramy Zada,Jim Wheat,Luc Besson
11400,Colin Farrell,Q'orianka Kilcher,Christopher Plummer,Terrence Malick,Terrence Malick
37910,Mika Shinohara,Makoto Shinkai,Sumi Mutoh,Makoto Shinkai,Terrence Malick
90967,Candy Clark,Marjoe Gortner,Stephanie Faracy,Milton Katselas,Terrence Malick
13669,Barbara Stanwyck,Dennis Morgan,Sydney Greenstreet,Peter Godfrey,Adele Comandini
60566,Randolph Scott,Helen Gahagan,Helen Mack,Irving Pichel,Adele Comandini
30095,Stanley Holloway,Hermione Baddeley,Margaret Rutherford,Henry Cornelius,T.E.B. Clarke
16665,Basil Radford,Catherine Lacey,Bruce Seton,Alexander Mackendrick,Angus MacPhail
63395,Donald Houston,Meredith Edwards,Moira Lister,Charles Frend,Angus MacPhail
43355,Errol Flynn,Roger Livesey,Anthony Steel,William Keighley,Herb Meadow
14241,Tony Randall,John Ericson,Barbara Eden,George Pal,Charles Beaumont
79406,Keiju Kobayashi,Michiyo Aratama,Yûnosuke Itô,Kihachi Okamoto,Charles Beaumont
92285,Yossi Yadin,Len Birman,Marilyn Lightstone,Ján Kadár,Charles Beaumont
42269,Nino Manfredi,Vittorio Gassman,Stefano Satta Flores,Ettore Scola,Agenore Incrocci
38785,,,,Heidi Ewing,Agenore Incrocci
55544,Emil Jannings,Hermann Picha,Rosa Valetti,F.W. Murnau,Agenore Incrocci
4550,Choi Min-sik,Lee Young-ae,Kwon Yea-young,Park Chan-wook,Park Chan-wook
36380,Cezary Pazura,Maciej Stuhr,Michał Milowicz,Olaf Lubaszenko,Mikołaj Korzyński
68646,Rafał Królikowski,Anna Przybylska,Piotr Fronczewski,Juliusz Machulski,Juliusz Machulski
16433,Johnny Knoxville,Christina Applegate,Gabriel Macht,David Caffrey,Juliusz Machulski
30669,Kip Pardue,Tara Reid,Meredith Baxter,Joel Viertel,Juliusz Machulski
78315,Jean-Pierre Aumont,Gene Kelly,Cedric Hardwicke,Tay Garnett,"Ring Lardner, Jr."
44345,Martin Scorsese,Quentin Tarantino,Jodie Foster,Wendy Apple,"Ring Lardner, Jr."
46041,George Segal,Alec Guinness,Max von Sydow,Michael Anderson,Harold Pinter
21735,Laurence Olivier,Leslie Howard,Eric Portman,Michael Powell,Harold Pinter
6934,Leleti Khumalo,Kenneth Khambula,Harriet Lenabe,Darrell James Roodt,Darrell James Roodt
174865,Natalie Wood,Ian Bannen,Peter Falk,Arthur Hiller,George Wells
34081,Michael Reilly Burke,Boti Bliss,Tracey Walter,Matthew Bright,George Wells
10045,David Belle,Cyril Raffaelli,Tony D'Amario,Pierre Morel,Luc Besson
168705,Kristanna Loken,Ben Kingsley,Michelle Rodriguez,Uwe Boll,Luc Besson
1690,Jay Hernandez,Derek Richardson,Eythor Gudjonsson,Eli Roth,Luc Besson
9900,Linda Cardellini,Allen Covert,Peter Dante,Nicholaus Goossen,Luc Besson
9044,James Franco,Sophia Myles,Rufus Sewell,Kevin Reynolds,Luc Besson
9918,Josh Lucas,Derek Luke,Jon Voight,James Gartner,Luc Besson
17379,Queen Latifah,LL Cool J,Timothy Hutton,Wayne Wang,Jeffrey Price
10982,Anne Hathaway,Glenn Close,Jim Belushi,Cory Edwards,Cory Edwards
25608,Maria Cina,Trish Doolan,Randall Batinkoff,Trish Doolan,Cory Edwards
834,Kate Beckinsale,Scott Speedman,Tony Curran,Len Wiseman,Danny McBride
25890,Albert Brooks,Amy Ryan,Sheetal Sheth,Albert Brooks,Danny McBride
39345,Cathy Moriarty,Shelley Duvall,Teri Garr,Sean McNamara,Jymn Magon
44940,Stanley Baker,Herbert Lom,Peggy Cummins,Cy Endfield,Cy Endfield
26782,Ivan Mykolaichuk,Larisa Kadochnikova,Tatyana Bestayeva,Sergei Parajanov,Cy Endfield
37865,Tim Matheson,Jennifer Jason Leigh,William Atherton,Frank Darabont,Cy Endfield
27742,Koji Yakusho,Jun Fubuki,Tsuyoshi Kusanagi,Kiyoshi Kurosawa,Cy Endfield
72856,Daniel L. Haynes,Nina Mae McKinney,William Fountaine,King Vidor,Cy Endfield
4772,Donald Pleasence,Françoise Dorléac,Lionel Stander,Roman Polanski,Cy Endfield
14226,Ken Takakura,Shinobu Terajima,Kiichi Nakai,Zhang Yimou,Cy Endfield
2455,Fanny Ardant,Jean-Louis Trintignant,Philippe Laudenbach,François Truffaut,François Truffaut
12701,Al Pacino,Donald Sutherland,Nastassja Kinski,Hugh Hudson,Robert Dillon
21519,Jackie Chan,Sammo Hung,Yuen Biao,Jackie Chan,Robert Dillon
27622,Joan Crawford,Melvyn Douglas,Conrad Veidt,George Cukor,Donald Ogden Stewart
43626,Steven Bauer,Michael York,Rod Steiger,Michael Anderson,Donald Ogden Stewart
16553,Josh Hutcherson,Charlie Ray,Bradley Whitford,Mark Levin,Donald Ogden Stewart
25652,Jo Jae-hyeon,Jeon Mu-song,Woo Yun-Kyeong,Kim Ki-duk,Donald Ogden Stewart
45802,Jean Gabin,Suzy Prim,Louis Jouvet,Jean Renoir,Donald Ogden Stewart
39788,Robert Więckiewicz,Borys Szyc,Mieczyslaw Grabka,Juliusz Machulski,Donald Ogden Stewart
12517,Laurent Lucas,Brigitte Lahaie,Gigi Coursigny,Fabrice Du Welz,Donald Ogden Stewart
65891,Sandra Dee,Dean Stockwell,Ed Begley,Daniel Haller,Curtis Hanson
24580,Brian Donlevy,Richard Wordsworth,David King-Wood,Val Guest,Richard H. Landau
11246,Dean Winters,Ashley Laurence,Rachel Hayward,Rick Bota,Richard H. Landau
49683,Natalie Wood,Christopher Plummer,Robert Redford,Robert Mulligan,Gavin Lambert
52728,Kojiro Hongo,Kichijirô Ueda,Reiko Kasahara,Noriaki Yuasa,Gavin Lambert
23957,Matt Dillon,Vincent Spano,Andy Romano,Jonathan Kaplan,Gavin Lambert
49653,Глеб Пускепалис,Igor Chernevich,Yevgeni Syty,Boris Khlebnikov,Gavin Lambert
27344,Marie Windsor,Carole Mathews,Beverly Garland,Roger Corman,David Stern
7295,Johnathon Schaech,Lori Heuring,Bruce Davison,J.S. Cardone,Robert Sullivan
78237,Diego Peretti,Luis Luque,Oscar Ferreiro,Damián Szifrón,Robert Sullivan
29952,Juan Villegas,Walter Donado,Rosa Valsecchi,Carlos Sorin,Robert Sullivan
28638,Masahiro Motoki,Renji Ishibashi,Mako,Takashi Miike,Masa Nakamura
14942,Navi Rawat,Joe Flanigan,Peter Horton,Breck Eisner,Masa Nakamura
7509,Lisa Ray,Sarala,John Abraham,Deepa Mehta,Deepa Mehta
24269,Charles Malik Whitfield,D.B. Woodside,Terron Brooks,Allan Arkush,Deepa Mehta
2117,Julia Jentsch,Fabian Hinrichs,Alexander Held,Marc Rothemund,Fred Breinersdorfer
47250,Chester Morris,Wallace Beery,Lewis Stone,George W. Hill,Fred Breinersdorfer
36768,Vesa-Matti Loiri,Marjatta Raita,Spede Pasanen,Ere Kokkonen,Fred Breinersdorfer
29040,Jasper Pääkkönen,Elina Hietala,Juha Veijonen,Aleksi Mäkelä,Fred Breinersdorfer
9912,Anthony Hopkins,Iain Rea,Tessa Mitchell,Roger Donaldson,Fred Breinersdorfer
24163,Andy Lau,Maggie Cheung,Jacky Cheung,Wong Kar-wai,Fred Breinersdorfer
1969,Penélope Cruz,Salma Hayek,Dwight Yoakam,Joachim Rønning,Fred Breinersdorfer
31858,Tim Roth,Bill Stewart,Geoffrey Hutchings,Alan Clarke,David Leland
8435,Steve Coogan,Rob Brydon,Keeley Hawes,Michael Winterbottom,David Leland
34187,Barbara Stanwyck,Nils Asther,Toshia Mori,Frank Capra,Edward E. Paramore Jr.
12116,Bernard Verley,Françoise Verley,Zouzou,Éric Rohmer,Éric Rohmer
53367,Sydney Pollack,Woody Allen,Richard Attenborough,Richard Schickel,Éric Rohmer
38349,Paul Gross,Sandra Oh,Ellen Page,Daniel MacIvor,Éric Rohmer
124484,Masahiro Motoki,Naoto Takenaka,Michiko Hada,Kazuyoshi Okuyama,Éric Rohmer
45759,Jeremy Davies,Clea DuVall,Allison Smith,John Gray,Éric Rohmer
11183,Thierry Lhermitte,Marie-Anne Chazel,Michel Blanc,Patrice Leconte,Éric Rohmer
13275,James Franco,Donnie Wahlberg,Jim Parrack,Justin Lin,Éric Rohmer
11565,Martin Lawrence,Nia Long,Emily Procter,John Whitesell,Don Rhymer
11283,Emma Thompson,Colin Firth,Kelly Macdonald,Kirk Jones,Emma Thompson
97936,Sandy Dennis,Anthony Newley,Theodore Bikel,Robert Ellis Miller,Emma Thompson
19416,Jeannie Epper,Zoë Bell,Quentin Tarantino,Amanda Micheli,Emma Thompson
17,Sean Bean,Maria Bello,Richard Elfyn,John Fawcett,Stephen Massicotte
27568,Ray Milland,Jean Hagen,Frankie Avalon,Ray Milland,Stephen Massicotte
27629,Bing Crosby,Jane Wyman,Alexis Smith,Frank Capra,Stephen Massicotte
45726,Doris Day,Louis Jourdan,Barry Sullivan,Andrew L. Stone,Stephen Massicotte
33117,Doris Day,Gordon MacRae,Gene Nelson,David Butler,Harry Clork
108994,Lana Turner,Van Heflin,Donna Reed,Victor Saville,Samson Raphaelson
54227,Dick Van Dyke,Nancy Kwan,Akim Tamiroff,Byron Paul,Don DaGradi
25167,Janet Leigh,Dick Van Dyke,Ann-Margret,George Sidney,Irving Brecher
16452,Patton Oswalt,Brian Posehn,Maria Bamford,Michael Blieden,Irving Brecher
61105,Rex Harrison,Susan Hayward,Capucine,Joseph L. Mankiewicz,Irving Brecher
31894,Laurence Fishburne,Allen Payne,Malcolm-Jamal Warner,Robert Markowitz,Irving Brecher
9286,Mary Elizabeth Winstead,Ryan Merriman,Kris Lemche,James Wong,Glenn Morgan
86168,Judy Garland,Dirk Bogarde,Jack Klugman,Ronald Neame,Mayo Simon
15363,Sanaa Lathan,Simon Baker,Katharine Towne,Sanaa Hamri,Mayo Simon
30712,Marlon Brando,Charlie Sheen,Donald Sutherland,Yves Simoneau,Tony Peck
31416,Lillian Gish,Lars Hanson,Montagu Love,Victor Sjöström,Frances Marion
292,Dave Chappelle,Erykah Badu,Common,Michel Gondry,Frances Marion
37631,Greer Garson,Walter Pidgeon,Henry Travers,Mervyn LeRoy,Paul Osborn
77291,Toni Garrido,Patrícia França,Murilo Benício,Carlos Diegues,Paul Osborn
196918,Denis Mercier,Marianne Coquelicot Mercier,Tobie Pelletier,Paule Baillargeon,Paul Osborn
1544,Piper Perabo,Lena Headey,Matthew Goode,Ol Parker,Paul Osborn
1651,Jean-Paul Belmondo,Catherine Deneuve,Michel Bouquet,François Truffaut,François Truffaut
33095,Romain Duris,Vincent Elbaz,Nicolas Koretzky,Cédric Klapisch,François Truffaut
33799,Catherine Deneuve,Jean-Pierre Bacri,Emmanuelle Seigner,Nicole Garcia,François Truffaut
42328,Spencer Tracy,Robert Wagner,Jean Peters,Edward Dmytryk,Richard Murphy
31432,Rudolph Valentino,Pomeroy Cannon,Josef Swickard,Rex Ingram,June Mathis
61559,Arsinée Khanjian,Jeff Seymour,Kathryn Winslow,Ruba Nadda,June Mathis
20981,Matt Foyer,John Bolen,Ralph Lucas,Andrew Leman,Sean Branney
12096,Steve Martin,Kevin Kline,Jean Reno,Shawn Levy,Steve Martin
33061,Noah Hathaway,Michael Moriarty,Julia Louis-Dreyfus,John Carl Buechler,Steve Martin
5145,Danny Dyer,Tamer Hassan,Geoff Bell,Nick Love,Nick Love
9975,Will Ferrell,Drew Barrymore,David Cross,Matthew O'Callaghan,Ken Kaufman
9754,Harrison Ford,Paul Bettany,Virginia Madsen,Richard Loncraine,Ken Kaufman
36495,Brian Donlevy,Akim Tamiroff,Muriel Angelus,Preston Sturges,Ken Kaufman
52612,Albert Dupontel,Philippe Uchan,Michel Vuillermoz,Albert Dupontel,Ken Kaufman
23965,Werner Herzog,,,Werner Herzog,Rudolph Herzog
29269,Takahumi Shinohara,Hidetoshi Nishijima,Issei Ogata,Jun Ichikawa,Jun Ichikawa
10053,Camilla Belle,Katie Cassidy,Tommy Flanagan,Simon West,Jun Ichikawa
10263,Jenna Dewan,Marc Devigne,Chad Faust,Jeremy Haft,Jun Ichikawa
7515,Chris Evans,Jessica Biel,Joy Bryant,Hunter Richards,Jun Ichikawa
15675,Neil Young,Emmylou Harris,,Jonathan Demme,Jun Ichikawa
9959,Samuel L. Jackson,Julianne Moore,Edie Falco,Joe Roth,Jun Ichikawa
14256,Zooey Deschanel,Will Ferrell,Ed Harris,Adam Rapp,Jun Ichikawa
9036,Paul Walker,Bruce Greenwood,Moon Bloodgood,Frank Marshall,Jun Ichikawa
10073,Alyson Hannigan,Adam Campbell,Sophie Monk,Jason Friedberg,Jun Ichikawa
7304,Paul Walker,Cameron Bright,Vera Farmiga,Wayne Kramer,Jun Ichikawa
16781,Tyler Perry,Blair Underwood,Lynn Whitfield,Tyler Perry,Jun Ichikawa
24432,Daniel Tay,Jimmy Fallon,Jon Stewart,Frank Passingham,Jun Ichikawa
9920,Milla Jovovich,Cameron Bright,Nick Chinlund,Kurt Wimmer,Jun Ichikawa
10025,Lindsay Lohan,Samaire Armstrong,Chris Pine,Donald Petrie,Jun Ichikawa
9682,Kristen Bell,Ian Somerhalder,Christina Milian,Jim Sonzero,Jun Ichikawa
17700,Kate Winslet,Johnny Depp,,Howard Hall,Jun Ichikawa
2207,Bruce Willis,Yasiin Bey,David Morse,Richard Donner,Richard Wenk
14086,Licia Maglietta,Giuseppe Battiston,Silvana Bosi,Silvio Soldini,Silvio Soldini
14887,Luke Wilson,Jack Black,Andy Dick,Richard Sears,Silvio Soldini
44435,Christopher Rydell,Asia Argento,Piper Laurie,Dario Argento,Silvio Soldini
18747,Simon Yam,Tony Leung Ka-Fai,Louis Koo,Johnnie To,Yau Nai-Hoi
9756,Demi Moore,Henry Ian Cusick,Beans El-Balawi,Craig Rosenberg,Yau Nai-Hoi
34581,Jeff Anderson,,,Kirby Dick,Yau Nai-Hoi
6877,Matthew McConaughey,Sarah Jessica Parker,Zooey Deschanel,Tom Dey,Tom J. Astle
14609,Justin Gross,Grey Griffin,Michael Massee,Curt Geda,Greg Johnson
950,Ray Romano,John Leguizamo,Denis Leary,Carlos Saldanha,Jon Vitti
10912,Richard Thomas,Ernest Borgnine,Donald Pleasence,Delbert Mann,Paul Monash
9968,Robin Williams,Holly Hunter,Tim Blake Nelson,Mark Mylod,Paul Monash
4173,Ingrid Bergman,Mario Vitale,Renzo Cesana,Roberto Rossellini,Roberto Rossellini
43386,José Ferrer,Mala Powers,William Prince,Michael Gordon,Carl Foreman
10116,Yukie Nakama,Erika Sawajiri,Tomoka Kurotani,Ten Shimoyama,Carl Foreman
113479,Jacques Dutronc,Isabelle Huppert,Nathalie Baye,Jean-Luc Godard,Jean-Claude Carrière
18493,,,,Ron Fricke,Jean-Claude Carrière
16791,Tara Fitzgerald,Freddie Highmore,Alex Jennings,John Stephenson,David Solomons
7483,Natalie Portman,Hana Laslo,Hiam Abbass,Amos Gitai,David Solomons
20442,James Stewart,Janet Leigh,Robert Ryan,Anthony Mann,David Solomons
15590,Luke Mably,Kam Heskin,Maryam d'Abo,Catherine Cyran,David Solomons
1967,Colin Farrell,Salma Hayek,Donald Sutherland,Robert Towne,Robert Towne
752,Natalie Portman,Hugo Weaving,Stephen Rea,James McTeigue,Lilly Wachowski
9655,Amanda Bynes,Channing Tatum,Laura Ramsey,Andy Fickman,Lilly Wachowski
9388,Aaron Eckhart,Maria Bello,Cameron Bright,Jason Reitman,Jason Reitman
9950,Vin Diesel,Alex Rocco,Frank Pietrangolare,Sidney Lumet,Sidney Lumet
388,Denzel Washington,Clive Owen,Jodie Foster,Spike Lee,Sidney Lumet
868,Presley Chweneyagae,Jerry Mofokeng,Terry Pheto,Gavin Hood,Sidney Lumet
14191,Emma Roberts,Joanna 'JoJo' Levesque,Sara Paxton,Elizabeth Allen Rosenbaum,Jessica Bendinger
25874,Rod Steiger,Claire Bloom,Robert Drivas,Jack Smight,Jessica Bendinger
18009,Warwick Davis,Charlie Heath,Shevonne Durkin,Rodman Flender,Jessica Bendinger
19286,Warwick Davis,John Gatins,Lee Armstrong,Brian Trenchard-Smith,Jessica Bendinger
19287,Warwick Davis,Brent Jasmer,Jessica Collins,Brian Trenchard-Smith,Jessica Bendinger
18011,Warwick Davis,Ice-T,Anthony Montgomery,Rob Spera,Jessica Bendinger
114875,Robert Preston,Dorothy McGuire,Eve Arden,Delbert Mann,Irving Ravetch
49781,Lucia Bosé,Massimo Girotti,Ferdinando Sarmi,Michelangelo Antonioni,Silvio Giovaninetti
9648,Billy Connolly,Judy Davis,Colin Friels,Mark Joffe,Don Watson
1379,Janne Hyytiäinen,Maria Heiskanen,Maria Järvenhelmi,Aki Kaurismäki,Don Watson
62719,Heikki Hela,Timo Kahilainen,Heikki Silvennoinen,Matti Grönberg,Don Watson
29481,Peter Lorre,John McGuire,Margaret Tallichet,Boris Ingster,Frank Partos
9792,Aaron Stanford,Kathleen Quinlan,Vinessa Shaw,Alexandre Aja,Grégory Levasseur
10067,Tim Allen,Kristin Davis,Danny Glover,Brian Robbins,Grégory Levasseur
55676,Martin Scorsese,Brian De Palma,Gregory Peck,Martin Scorsese,Martin Scorsese
11573,Alan Arkin,Frank Finlay,Delia Boccardo,Bud Yorkin,Frank Waldman
46828,Roberto Benigni,Herbert Lom,Claudia Cardinale,Blake Edwards,Madeline Sunshine
35555,Doug Bruce,Rupert Murray,,Rupert Murray,Rupert Murray
582,Martina Gedeck,Ulrich Mühe,Sebastian Koch,Florian Henckel von Donnersmarck,Florian Henckel von Donnersmarck
52885,József Madaras,Tibor Molnár,András Kozák,Miklós Jancsó,Florian Henckel von Donnersmarck
143223,,,,Miklós Jancsó,Florian Henckel von Donnersmarck
42120,Chow Yun-fat,Danny Lee Sau-Yin,Suen Yuet,Ringo Lam,Florian Henckel von Donnersmarck
88811,Jack Kao Kuo-Hsin,Lim Giong,Vicky Wei,Hou Hsiao-hsien,Florian Henckel von Donnersmarck
669,Allakariallak,Nyla,Cunayou,Robert J. Flaherty,Robert J. Flaherty
49361,Florinda Bolkan,Barbara Bouchet,Tomás Milián,Lucio Fulci,Lucio Fulci
98864,Ellen Burstyn,Sam Shepard,Richard Farnsworth,Daniel Petrie,Lucio Fulci
37939,Jô Shishido,Misako Watanabe,Tamio Kawaji,Seijun Suzuki,Lucio Fulci
32052,Burt Lancaster,Craig Wasson,Marc Singer,Ted Post,Lucio Fulci
34732,Sidney Poitier,Martin Landau,Barbara McNair,Gordon Douglas,Alan Trustman
12763,Antonio Banderas,Rob Brown,Yaya DaCosta,Liz Friedlander,Dianne Houston
56935,Isabelle Huppert,Yves Beneyton,Florence Giorgetti,Claude Goretta,Pascal Lainé
13222,Daniel Johnston,,,Jeff Feuerzeig,Pascal Lainé
42112,Christian Patey,Vincent Risterucci,Sylvie Van den Elsen,Robert Bresson,Pascal Lainé
48764,Florence Delay,Jean-Claude Fourneau,Roger Honorat,Robert Bresson,Pascal Lainé
1561,Nadine Nortier,Jean-Claude Guilbert,Marie Cardinal,Robert Bresson,Robert Bresson
31289,Silvio Orlando,Margherita Buy,Jasmine Trinca,Nanni Moretti,Nanni Moretti
186,Josh Hartnett,Bruce Willis,Lucy Liu,Paul McGuigan,Jason Smilovic
8410,Brad Dourif,Donald Williams,Ellen Baker,Werner Herzog,Werner Herzog
51311,The Dalai Lama,Lama Lhundup Woeser,Takna Jigme Sangpo,Werner Herzog,Werner Herzog
21843,,,,Kim Finn,Werner Herzog
219,Penélope Cruz,Carmen Maura,Lola Dueñas,Pedro Almodóvar,Werner Herzog
65873,,,,Todd Williams,Werner Herzog
13751,Keke Palmer,Laurence Fishburne,Angela Bassett,Doug Atchison,Werner Herzog
52345,Selton Mello,Débora Falabella,Virginia Cavendish,Guel Arraes,Pedro Cardoso
53961,Rodrigo Santoro,Cássia Kis Magro,Othon Bastos,Laís Bodanzky,Laís Bodanzky
10292,Kate Mara,Robert Vito,Tina Lifford,Mary Lambert,Michael Dougherty
15639,Larry the Cable Guy,Iris Bahr,Tony Hale,Trent Cooper,Michael Dougherty
10069,Jon Foster,Samaire Armstrong,Frankie Muniz,William Brent Bell,Michael Dougherty
43887,Barbara Stanwyck,Preston Foster,Melvyn Douglas,George Stevens,Joel Sayre
3093,Sharon Stone,David Morrissey,Charlotte Rampling,Michael Caton-Jones,Joel Sayre
9270,Joseph Gordon-Levitt,Nora Zehetner,Lukas Haas,Rian Johnson,Rian Johnson
11291,Staffan Götestam,Lars Söderdahl,Allan Edwall,Olle Hellbom,Astrid Lindgren
28349,Eric Clawson,Jamie Donahue,Brett Beardslee,Dave Parker,Astrid Lindgren
10177,Emily Booth,Sam Butler,Jamie Honeybourne,Jake West,Astrid Lindgren
12591,Bill Goldberg,Douglas Smith,Emilie de Ravin,David Steiman,Astrid Lindgren
18045,Kate Greenhouse,Aidan Devine,Gordon Currie,Paul Fox,Astrid Lindgren
16070,Kimberly Peirce,Jon Lewis,David Ansen,Kirby Dick,Astrid Lindgren
11348,Calista Flockhart,Richard Roxburgh,Elena Anaya,Jaume Balagueró,Jaume Balagueró
13960,T.I.,Evan Ross,Jackie Long,Christian Robinson,Jaume Balagueró
41263,Kiefer Sutherland,Lori Loughlin,Joe Spano,Charles Braverman,Jaume Balagueró
9035,Nathan Fillion,Don Thompson,Elizabeth Banks,James Gunn,Jaume Balagueró
9957,Jon Heder,Rob Schneider,David Spade,Dennis Dugan,Jaume Balagueró
30139,Mo'Nique,Jimmy Jean-Louis,Godfrey,Nnegest Likké,Jaume Balagueró
9389,Daniel Craig,Catherine McCormack,Romola Garai,Christian Volckman,Alexandre de La Patellière
460,Henry Hübchen,Hannelore Elsner,Udo Samel,Dani Levy,Dani Levy
28752,Oliver Reed,Clifford Evans,Catherine Feller,Terence Fisher,Anthony Hinds
19059,Gary Oldman,Robert Carlyle,Anouska Bolton Lee,Charley Stadler,Anthony Hinds
8998,Catherine Keener,Jason Isaacs,Timm Sharp,Nicole Holofcener,Anthony Hinds
44947,Benoît Magimel,Boris Terral,Tchéky Karyo,Gérard Corbiau,Eve de Castro
13468,Damian Lewis,Abigail Breslin,Amy Ryan,Lodge Kerrigan,Eve de Castro
20521,Kristen Bell,Christian Campbell,Neve Campbell,Andy Fickman,Eve de Castro
25428,Marisa Coughlan,Judy Greer,Shalom Harlow,Adam Goldberg,Eve de Castro
53296,Pamela Tola,Samuli Vauramo,Joonas Sartamo,Dome Karukoski,Eve de Castro
79363,Adrienne Barrett,Ben Roseman,Bruno VeSota,John Parker,Eve de Castro
34193,Anthony Hopkins,Ann-Margret,Burgess Meredith,Richard Attenborough,William Goldman
4441,Abbie Cornish,Heath Ledger,Geoffrey Rush,Neil Armfield,Neil Armfield
84954,Werner Krauss,Ruth Weyher,Ilka Grüning,G.W. Pabst,Neil Armfield
11490,Jérémie Renier,Déborah François,Olivier Gourmet,Luc Dardenne,Neil Armfield
11304,Tony Benatatos,Jamal Braithwaite,Joseph Casaliggi,James Hanlon,Tom Forman
55368,Pierre Blaise,Aurore Clément,Holger Löwenadler,Louis Malle,Tom Forman
18276,Luke Wilson,Logan Lerman,Brie Larson,Wil Shriner,Wil Shriner
26514,James Whitmore,Beverly Garland,Jack Ging,Norman Tokar,Eleanor Lamb
4257,Anna Faris,Regina Hall,Craig Bierko,David Zucker,Jim Abrahams
2652,Patrick Wilson,Ellen Page,Sandra Oh,David Slade,Jim Abrahams
19592,Henry Thomas,Patrick Fugit,Nicki Aycox,Alex Turner,Jim Abrahams
1629,Anne Wiazemsky,Jean-Pierre Léaud,Juliet Berto,Jean-Luc Godard,Jim Abrahams
17111,Ananda Everingham,Natthaweeranuch Thongmee,Achita Sikamana,Banjong Pisanthanakun,Sophon Sakdaphisit
9526,Meryl Streep,Lindsay Lohan,Virginia Madsen,Robert Altman,Garrison Keillor
19126,Danny DeVito,Kim Basinger,Forest Whitaker,Mark Rydell,Garrison Keillor
80556,Sanjeev Kumar,Saeed Jaffrey,Shabana Azmi,Satyajit Ray,Satyajit Ray
39045,Scott Grimes,Tom Bosley,Rickie Lee Jones,Hal Sutherland,Dennis O'Flaherty
27201,Mark Hamill,Annie Potts,Eugene Roche,Matthew Robbins,Dennis O'Flaherty
5820,Michael Douglas,Kiefer Sutherland,Eva Longoria,Clark Johnson,George Nolfi
19661,Gregory Peck,Diane Baker,Walter Matthau,Edward Dmytryk,Peter Stone
41338,Han Seok-kyu,Song Jae-ho ,Baek Yun-Shik,Im Sang-soo,Peter Stone
9904,Kiefer Sutherland,Jim Belushi,Eddie Izzard,Steve 'Spaz' Williams,Peter Stone
50724,Bárbara Mori,Manolo Cardona,Christian Meier,Ricardo de Montreuil,Jaime Bayly
588,Radha Mitchell,Sean Bean,Laurie Holden,Christophe Gans,Jaime Bayly
17247,Marcos Hernández,Anapola Mushkadiz,Bertha Ruiz,Carlos Reygadas,Jaime Bayly
9310,Hugh Grant,Dennis Quaid,Mandy Moore,Paul Weitz,Paul Weitz
48369,Annabella,Jean-Pierre Aumont,Louis Jouvet,Marcel Carné,Paul Weitz
18858,Susan Sarandon,Sam Neill,Emily Blunt,Ann Turner,Paul Weitz
35545,Greta Garbo,Ramon Novarro,Lionel Barrymore,George Fitzmaurice,Paul Weitz
1557,Fabian Busch,August Diehl,Dieter Landuris,Hans-Christian Schmid,Hans-Christian Schmid
16367,Joel Edgerton,Chiwetel Ejiofor,Sarah-Jane Potts,Julian Jarrold,Tim Firth
